item_type,path,size_bytes,apparent_purpose,imported_by,mentioned_in_docs,category,rationale,regenerable,git_tracked,git_ignored
data_file,data/historical_props/raw/2024-09-08_20240929T163000Z_a0a3ae18f5a26bdaa0e2f32aa8af7ce0.json,9559,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20240929T163000Z_e603ee3c4035a8558b9bcb6aded87ff4.json,12393,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20240929T193500Z_2536f23add2224ed79c070c55af28bbf.json,11323,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20240929T193500Z_b0461ea737b89685d0aee3050bca0cc5.json,11328,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20240929T195500Z_3f180e883b429700dd32ff2133ac37ef.json,9467,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20240929T195500Z_b839e959b4e28cdd96341dbcf99d4a42.json,10918,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20240930T230000Z_a207d1faa78a276de49cdebb7ef4fc0e.json,11620,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20240930T234500Z_2b7f812133cedc184625d7bc8362564a.json,12060,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241003T234500Z_b516611a4ade7c4d55fcde561ed71328.json,10948,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T130000Z_b782886bcc4874123d3bb50e5d1e88c3.json,12350,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T163000Z_2eb8e0798cb1b1f9d0f0d414253b4e37.json,12315,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T163000Z_43f21c8e455914cc71d00ca0001ae85b.json,12040,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T163000Z_5cb3b58ed90ecfac2acac9115e08c017.json,12432,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T163000Z_b727380f1b93218185ba53da28e0f6a7.json,11998,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T163000Z_dba45197b1cd2dbafe7f83ebffd2be90.json,10612,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T193500Z_9a9219cd7180fe6481e6bd9e460a7622.json,10292,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T193500Z_a0877d6a0f0a97e5790884008b9974c9.json,11296,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T195500Z_777e65cf50b4517465cea9ac9d686227.json,11702,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241006T235000Z_504a7b09264059083346ab086141da30.json,10583,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241007T234500Z_5e0d59f75b7f9056461e2970aca2a6cb.json,12731,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241010T234500Z_0dac14546d6008893a8b3b6c417472a6.json,12390,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241013T130000Z_c1bcc8bbec33008ae587584b1b3de2d0.json,11287,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241013T163000Z_ba1097486d1edb57bfe2bc22f5c4573e.json,9117,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241013T163000Z_bdc58f80a5a9b4515ee631fddc63a2c8.json,10910,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241013T163000Z_febb2d674e85a32c8636ff900fffb5d2.json,10177,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241013T193500Z_76fbc0191f917329bad82f76a9a22a2e.json,9186,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241013T193500Z_81df9672b5e68bc84e98641d5de2505b.json,6992,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241013T195500Z_67c389265b00a40407a23054e45d8e45.json,10989,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241013T195500Z_d4d2902446e120ea6f1afafdc0b3d55d.json,12017,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241013T235000Z_245c50e05349966d749c7e3f05699647.json,13384,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241014T234500Z_79b5655b7342104f50bc735a5d838b71.json,13374,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241017T234500Z_cc1d6e0125f5444f70609ce9e0829fa9.json,12024,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T130000Z_964d089b9bbbf792a705da3b3f355312.json,12802,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T163000Z_3d634649562df7c3b2b22d626162a9c9.json,10582,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T163000Z_4084732a953c2a15d46aca93da86fe87.json,10189,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T163000Z_497242e77fc7f2e1fa4cc70a2bd37b20.json,10587,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T163000Z_514ad4e46861e2aa51571079d75856b5.json,10610,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T163000Z_63e9b5302666e36b47431100bcb22973.json,13040,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T193500Z_205e5260b14ecb55558ddb85f419edaf.json,9902,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T193500Z_2bc06cb4fb03e96b39448675c1943487.json,9548,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T195500Z_a0b429ad5863438f4550ced4f368d2e2.json,12724,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241020T235000Z_6103604599da91e8a44ce683292242ec.json,11671,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241022T003000Z_c38d6ebf21ca6194da4757c090eac3a2.json,10931,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241024T234500Z_1f22f5d9de70779ac521b9c1de59162f.json,12365,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T163000Z_2883af924ad72a75da65e3257b9284e7.json,9854,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T163000Z_5fd9657af1356ec2a567b07d75a8e6a3.json,11325,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T163000Z_7679451910267ad5cd8620cf63870aaa.json,11699,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T163000Z_9693ad2122e496b05f7efd56f0ef03d0.json,11322,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T163000Z_e07e64de78a6095754d2a048255dadac.json,9849,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T163000Z_fb5217800ed73d9cae485efbba37ba96.json,9092,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T193500Z_70c540bd6e70676319e44a7dd02cbd38.json,11628,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T193500Z_9a263061dd1c784a20f393971744d176.json,11996,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T195500Z_bba53e1026b6121c0255771479517a2f.json,11300,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T195500Z_ccc621108fb48382b825128007dc8120.json,10585,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241027T235000Z_ef27be93158f43d94f94035d2af7096f.json,10199,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241028T235000Z_86278ec4bbdcadd945d79df6c695c2ec.json,13178,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241031T234500Z_edde9aeb8a9114f38b30b45c7cffbfa8.json,11981,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T173000Z_31f1bb5fbbc8c3d9b8719357fa40941e.json,9546,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T173000Z_3d24ae93125568c136d57ff911a4d2e4.json,9131,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T173000Z_3de2d54334c462aa393418b75994fee1.json,9839,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T173000Z_5791e31f6f4b95476889c4854b508faf.json,10973,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T173000Z_7c2d09c53f3c271b20f53db0b21f1498.json,9804,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T173000Z_d555bf749139691c613e4aec350592c1.json,6286,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T173000Z_db18946165af62532b19d4c509d7ba56.json,10224,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T173000Z_fc022a0b74f3182e2da491dfe4276301.json,11269,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T203500Z_597e7fb5542c56bda7f1a73402cd47e0.json,9831,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241103T205500Z_8baadfa082af81fe72b1cfd941d96edf.json,10246,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241105T004500Z_8f751d18969af50ec341e0b282e5b4d6.json,15233,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T140000Z_9016850451d9e4190ec1bd178dac4849.json,9879,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T173000Z_80899c1a82df27832eff9206d9c2ab1b.json,10526,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T173000Z_853cc3b59ffe65a55a55d799789bc726.json,12056,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T173000Z_928f8f873c2bf276d0b2a63a8f8941b4.json,10968,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T173000Z_a59741270a5f21dfb288838acf98537b.json,11315,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T173000Z_a6383a73f7e6937fcdc376b50d4dc510.json,11336,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T173000Z_c885c70be6b073f94096eb0db2a27c3c.json,11297,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T173000Z_d4901034c9f4ee931bc6971a4b089209.json,10953,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T203500Z_6214d50d3a5b442078f670ff8e08945e.json,12036,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241110T205500Z_1c2195dfc898e85136f4d40b4ac512fb.json,9505,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241111T005000Z_e27b5c11ba461a77a8e7773b2ea30238.json,12380,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241112T005000Z_d6eab9011bd146fdbb2639f6e8c07056.json,9887,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241117T173000Z_6aa05bdde84274ea82472f0bc79baaad.json,12384,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241117T173000Z_73f1d28c0bfe32a1ff292b688bb85df3.json,10257,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241117T173000Z_7614724acc0987e643d0a60e73167b2e.json,11319,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241117T173000Z_ca63340028583e516e8053ee36318425.json,11313,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241117T173000Z_d0f73537e153be7455c87ae97864ef7d.json,11340,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241117T203500Z_4baedb2bf9b85f9b9ec40e88bacc1792.json,12416,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241117T203500Z_cc4a0f06f87d64f4a02816ca7da514fa.json,11363,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241117T205500Z_2ac4732d168fd3fd0958719e2b11aad1.json,12333,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241117T205500Z_a2b3fd60eede2230285512b8c3b4eed3.json,11274,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241119T004500Z_81c2170ca58c6a837e5c0f1528e8513c.json,10157,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241122T004500Z_3544bdfabe61cc6d4389984a5ca83955.json,12390,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241124T173000Z_28c6ab7cb99a26666b9c7d649bbd46f3.json,12048,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241124T173000Z_2c895731f7e3bd3effe4e87779fbdcc2.json,11672,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241124T173000Z_2f2541411e68f807dc47d527f5dd4cba.json,11360,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241124T173000Z_366a8618003ac848eac5144aebbeace4.json,11705,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241124T173000Z_3c833a498591fa8934c84aa7f3215b7f.json,11674,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241124T173000Z_56f4bfb8e21ec6003f31a080be045fc3.json,10559,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241124T173000Z_bc6d508d57f822879df4dbc3c4465226.json,11246,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241124T203500Z_19d5cf9ece71b4671440a3b9e03942c4.json,10968,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241124T205500Z_d9a2e1ead2367a3b0f46d247ed5b2906.json,11695,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241128T170000Z_818a0f592da4fc2dea2a8caa3170bd6f.json,11268,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241128T210000Z_1c53fc0f9537ba80e2c121bb58979a24.json,10231,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241129T193000Z_d703217fef577dba3f2d0c38881dd7d3.json,11980,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241201T173000Z_041764a17c3ecb1fccd45fc75b7a2b49.json,11315,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241201T173000Z_0693d63a0af985e361e21fa59fdd8bed.json,10239,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241201T173000Z_2be5371e838993958fd7eb2eda6fc412.json,10230,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241201T173000Z_45b543405582d30cef04650884f45c6d.json,9887,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241201T173000Z_63057e9eb2da9cc89ac93911769b9a3e.json,10951,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241201T173000Z_8b7a76ee61f07cddbb60fc1e079bfeed.json,10685,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241201T173000Z_cea1abe8ef88e4105f4cd505b45cd781.json,11706,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241201T203500Z_59ffd762ad2b5d96196f4f58037ab670.json,11646,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241201T203500Z_9dcbd3e2d022d7ed1ef1e0e7f8b08f2b.json,9531,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241202T005000Z_31557235498f42eeba725001c12c97ff.json,11288,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241202T234500Z_e73de417d2fd01292ed12cea2a906903.json,13468,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241208T173000Z_20f2d85ab93463d3c7dbe2573da7f892.json,11016,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241208T173000Z_48859a2a659fe2dd71db168127a01b13.json,10574,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241208T173000Z_7ae6be20a581839e77dd6b3f4eab564b.json,11660,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2024-09-08_20241208T173000Z_7d1198f17462901352e686d8d9515232.json,11353,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
